8C,4C,3D,6S,8D,7S,JS,7H,9D,QS,AC,QH,5C,2S,JC,10C,KH,10D,AH,9S,4H,6D,7D,8H,9H,10H,5H,KS,JH,QD,2C,7C,4S,5S,AD,6H,4D,JD,5D,AS,3C,3S,6C,10S,KD,2H,KC,8S,2D,3H,9C,QC,
JD,8D,7C,4C,10D,10S,4S,9S,AH,7H,6C,JH,10C,3H,AC,5S,QC,JC,QH,3C,6H,KH,5D,3D,10H,JS,AD,AS,2S,3S,6D,8S,9H,6S,7D,KS,9C,9D,5C,8H,2H,2D,KC,4D,2C,8C,KD,4H,5H,7S,QD,QS,
10S,3H,4S,AC,6C,JH,8D,5C,10D,QS,5S,8S,6H,KH,KS,QC,KC,6S,7D,2D,7C,2H,2C,4C,9S,QH,8C,4H,AD,7S,8H,2S,3D,10C,9D,JC,3S,AH,7H,AS,6D,4D,9C,5D,9H,JS,KD,5H,QD,JD,10H,3C,
AH,8H,8D,QC,9H,5D,10C,4D,KH,10H,9S,2D,7S,KC,7C,10D,6S,AD,6H,4C,4H,JH,JD,2H,8C,3S,7H,QD,6D,6C,KD,9D,8S,JS,10S,AS,2S,JC,3H,AC,5C,3C,4S,3D,QH,QS,9C,2C,KS,5S,5H,7D,
AC,6S,8C,KH,4H,7C,2D,10S,7H,3H,AH,7D,9H,4S,KD,3D,4C,JS,JC,10C,QD,KS,6D,AS,QS,4D,9D,10H,9C,JD,3S,6C,8D,AD,5H,3C,2H,8S,8H,6H,5D,KC,2C,9S,QH,5C,5S,QC,10D,2S,7S,JH,
2S,3C,2C,3D,8C,4C,AS,8D,6S,QC,6C,5D,KH,6H,4S,2D,8S,9H,7C,9S,5H,4H,8H,6D,5C,JS,JH,3S,JC,10H,9C,9D,AC,7H,10C,7S,KS,QS,AD,3H,4D,KD,JD,10D,5S,AH,10S,KC,QH,2H,7D,QD,
4H,6S,10S,2S,4C,7C,5S,KH,9H,7D,3D,5D,5H,JD,3C,AD,QD,3S,9D,4S,6H,4D,8H,JC,AC,6D,10H,8C,6C,JH,3H,JS,2D,2C,KD,7S,8D,AH,QS,8S,7H,9C,QC,AS,QH,2H,10D,9S,10C,5C,KS,KC,
8D,6D,10C,5D,2S,10D,JH,3D,10S,8C,5C,2H,4H,4S,8H,4C,8S,10H,3H,JD,3S,9H,KD,7D,7S,KH,9C,5H,AC,JC,QS,4D,9D,6S,AH,AS,JS,QD,3C,7H,2D,KS,QH,7C,2C,6C,QC,5S,9S,KC,6H,AD,
AC,JD,4H,10D,AH,4S,JH,AD,6S,5H,7S,10C,10H,9C,KD,KS,6D,3D,2C,2D,3H,KH,JS,KC,9D,8H,10S,2H,7H,8S,9S,4D,8D,AS,QD,5D,6C,2S,5C,7C,QH,9H,4C,3C,QC,7D,JC,5S,QS,6H,3S,8C,
QD,KD,8S,KC,9C,QS,2D,JC,3D,2H,6C,7H,5C,2S,AS,3S,8H,4S,10C,JD,6H,QC,7D,9D,5D,4H,9H,7S,JS,JH,5H,8D,4C,3H,6D,6S,AH,5S,QH,KS,7C,8C,3C,9S,KH,2C,10D,10S,AD,10H,4D,AC,
2S,9D,JH,7S,10H,AD,6D,3S,4S,9C,7C,3C,QS,7H,10C,6C,8C,KC,2H,8D,8S,QH,QC,KD,5H,KS,AS,KH,10D,4C,9H,5D,AC,JS,10S,AH,6S,JD,2D,6H,5C,4D,2C,3H,7D,9S,3D,5S,8H,JC,4H,QD,
9C,JD,QD,KH,7S,2S,2H,5D,3S,AS,AC,2C,10C,3D,KC,4S,9D,QH,8S,2D,10D,QS,9S,8C,10S,JS,8D,4C,4H,5C,4D,7D,KD,JC,6S,7C,6H,3H,8H,5H,5S,7H,KS,QC,6D,9H,JH,3C,AD,6C,AH,10H,
9H,9S,QH,8D,AC,9D,4D,2D,2S,KC,10S,6H,KH,5H,5C,JH,JS,3D,4H,7D,8S,3C,JC,7H,10C,AD,AS,3H,5S,8H,KD,8C,4C,7S,7C,9C,KS,QS,6C,5D,6D,2H,AH,3S,JD,2C,10D,6S,QC,4S,QD,10H,
AC,4H,KD,JH,10S,KH,4C,8C,KS,AD,5H,7S,9H,5S,7C,3H,8H,4D,AS,10C,9C,10H,JS,9D,10D,7H,AH,6D,6S,2H,5D,QS,JC,2D,QC,4S,8D,KC,3S,6H,8S,2C,2S,QD,5C,6C,QH,JD,9S,3C,3D,7D,
4C,JC,4D,QD,8C,10H,8H,KS,9C,9S,JD,JH,2C,6S,10D,7H,QC,6H,KD,8D,10S,AD,2H,5D,AS,7S,10C,2D,3S,8S,4H,4S,AH,6C,3H,QS,5H,KC,7C,3C,9H,KH,7D,5C,AC,2S,5S,9D,6D,QH,3D,JS,
8D,JC,JH,9S,QH,2H,8H,6C,10C,6S,7D,QS,4H,7H,7S,10H,5D,4S,AD,QD,8C,3H,KS,AS,4D,8S,KC,9C,10D,3S,5S,7C,3D,6H,2S,JD,10S,KH,9H,AC,3C,9D,4C,AH,KD,2C,2D,5H,QC,5C,JS,6D,
QS,10C,8H,6D,AH,10H,2C,KS,8S,KH,5C,9C,9D,KC,6H,9H,JD,JH,9S,2D,3H,7D,6S,4D,5H,2S,4S,5D,QC,8D,AC,10S,8C,4C,10D,5S,7H,AS,3S,AD,2H,JC,QD,4H,QH,KD,7S,3D,7C,6C,3C,JS,
8H,JD,KD,KC,2H,JS,10H,8D,10C,KS,8S,JH,KH,QC,9S,2S,3H,10D,8C,6C,2D,6H,3C,JC,2C,10S,7D,4S,9C,7C,QS,QH,3S,6S,3D,5C,7H,9D,4D,5S,4C,QD,4H,AD,5H,5D,7S,AH,6D,9H,AS,AC,
8H,6S,9H,3D,JS,5S,7H,5C,JH,JC,10D,4H,2D,4S,KS,2H,AD,3C,4D,9S,QC,AC,3S,6C,6D,10H,5D,7C,KC,8C,8S,9C,8D,QS,JD,KD,KH,2S,QD,10S,10C,AH,7S,3H,2C,6H,9D,4C,AS,QH,7D,5H,
8D,7D,JS,QD,10D,7C,4D,9C,JH,2S,KS,6D,3D,6C,QH,AH,6H,10C,10H,QS,KD,AD,5C,5H,3C,9H,7S,QC,7H,8S,10S,5S,5D,9S,2C,4H,3H,4S,9D,KH,AS,AC,8H,KC,8C,JC,4C,2D,2H,3S,6S,JD,
10C,6D,3H,3D,QS,QH,KC,9H,3C,JH,4C,2S,2C,5C,2D,8H,10S,AC,AD,5S,5H,8C,10D,9S,8D,4H,6H,6S,8S,10H,6C,2H,KS,4D,7S,QC,3S,7C,KH,4S,7D,9D,AS,9C,JS,5D,JD,JC,KD,QD,7H,AH,
9H,QH,4D,3H,JC,6D,4C,KD,AD,QC,6S,7S,7H,10C,10H,5H,JS,9S,3D,3C,7D,7C,KH,2D,2S,5D,10D,QS,10S,2H,9C,KS,JD,5C,8S,8C,KC,3S,5S,4H,2C,6H,6C,AS,8D,8H,4S,9D,QD,JH,AC,AH,
4D,KD,2H,4S,10H,9C,5S,KH,QC,10C,2S,3C,3H,5D,AH,8C,QH,JC,2C,6H,9H,3S,JD,4C,7H,AD,3D,JH,8H,6C,AS,5C,4H,7S,AC,10D,6D,6S,QD,JS,7C,KS,7D,KC,8S,9D,10S,8D,QS,5H,9S,2D,
8H,2H,KH,6S,8C,5S,3H,9C,JD,4S,7S,3C,6H,2C,AH,AC,7H,JC,3D,AD,6D,KC,7D,4D,8D,5D,KD,7C,9S,10D,8S,QC,QS,QD,2D,10H,JS,5C,QH,2S,4C,10C,10S,6C,4H,9D,JH,AS,9H,KS,3S,5H,
7H,6C,10H,4H,9H,JS,2D,7D,2S,9S,10D,AS,3C,AC,JC,5H,3H,7C,AD,4D,6D,QD,5C,8S,KD,5D,10S,KC,KH,JD,3D,2H,KS,9D,8C,6S,7S,3S,JH,9C,2C,AH,QS,8D,4S,5S,6H,10C,4C,QC,QH,8H,
7D,4H,KH,JD,QD,4D,6S,3C,QS,7C,10S,2C,JH,10D,6H,9H,10H,QC,7S,JC,KD,3D,9D,4S,2H,2S,8S,5S,6D,10C,3S,JS,KC,KS,3H,AD,5C,2D,5H,5D,AS,9S,8D,8H,9C,QH,AC,8C,AH,6C,4C,7H,
4D,KC,5D,8H,KD,10D,9S,JC,KS,AS,JS,2H,4H,3D,2D,9D,3H,3C,7C,QS,10C,2S,3S,AH,6H,6D,9H,9C,AC,QC,8C,8D,7S,6C,AD,10S,4S,JD,2C,5C,JH,6S,QD,4C,KH,10H,QH,8S,5S,7H,5H,7D,
10S,KC,8C,9H,JC,10D,9D,10H,AH,10C,4S,5C,4D,KH,6D,3C,3D,QD,4H,8D,9C,QC,QH,8H,6C,9S,AC,7H,3S,JS,7D,2D,2H,2C,QS,2S,6S,7S,KS,KD,6H,JH,JD,8S,7C,AD,5S,4C,3H,5H,5D,AS,
9C,2C,KH,3S,2D,3H,9S,4D,10S,3D,10C,9H,QS,2H,6S,5D,6D,JD,10H,JH,8C,6H,5C,AS,9D,8S,7S,7H,KC,JS,QH,2S,KD,JC,3C,7C,AH,8H,KS,5S,6C,10D,4C,5H,8D,7D,AC,4H,AD,4S,QD,QC,
7D,6D,AH,4C,10D,8S,2D,8D,2H,6H,8C,5D,9H,6S,8H,JS,3H,JH,5H,JC,10H,KD,KS,QH,2C,9D,AS,7C,5S,9S,JD,QC,QD,3S,10S,4S,7S,10C,4H,2S,KC,3C,QS,KH,AC,3D,5C,AD,4D,9C,6C,7H,
JD,9H,QD,KS,4S,5S,7C,6S,10C,JS,8D,3C,3D,AH,7S,QS,6C,KH,9D,2S,AD,9C,QH,7D,JH,5D,10H,KD,AC,3H,9S,6D,10D,4D,7H,QC,4C,AS,8C,JC,2D,5C,10S,4H,8H,2C,2H,8S,6H,KC,3S,5H,
JD,2C,7D,10C,3S,QS,6H,7H,9D,QH,8H,AC,5D,QD,2S,10S,9C,9H,5S,JS,JH,3H,5C,4D,8S,KH,9S,8D,10H,5H,QC,6S,4S,10D,6D,8C,3D,KD,7C,3C,4H,JC,AS,6C,7S,KS,KC,AD,2D,2H,AH,4C,
6S,JS,JD,10C,8H,AD,9C,9H,5D,7C,5C,QC,9D,JC,KC,3H,JH,10D,KH,10S,6C,7D,KD,2D,AC,8D,4H,3D,KS,7H,QS,8C,2S,10H,3S,5S,4S,QH,2C,5H,4C,4D,7S,8S,3C,9S,2H,6H,6D,AH,QD,AS,
2C,AC,KH,JC,8H,4H,2H,9S,10C,5H,2D,6C,6D,9D,AH,QC,KS,3H,5C,AS,KD,3S,4S,6H,10H,6S,JS,5S,7H,QS,JD,JH,3C,3D,7C,KC,2S,QD,7S,10S,4C,5D,4D,9H,10D,QH,9C,8C,8S,7D,AD,8D,
10C,9C,5C,8H,JS,2D,9D,JH,QS,3H,AS,3D,KC,7C,6S,10H,2C,5D,5H,4S,8D,3S,7S,7H,5S,KD,KH,3C,10S,JC,2H,QD,2S,9H,8S,JD,8C,6H,4D,4C,QC,QH,KS,AH,6D,7D,10D,AC,6C,4H,9S,AD,
2D,3C,9H,7D,AS,3D,QC,KH,8H,AD,2H,8C,6D,JC,JS,3S,4S,KC,KD,5C,4D,10S,10D,AH,JD,QD,4H,6S,5S,4C,QS,7H,10H,3H,6C,7S,AC,2S,9S,9C,8D,9D,6H,5H,5D,10C,KS,8S,7C,2C,JH,QH,
7H,10C,2H,AS,9D,5S,AC,QS,KC,8C,JS,5H,9S,7S,4C,3S,3C,10S,6H,10H,3H,6C,9H,QH,4H,2C,2D,7C,4D,8D,KS,JC,9C,3D,QD,KD,4S,6D,7D,AD,JH,JD,5D,8S,5C,KH,AH,10D,QC,8H,6S,2S,
2H,4C,9S,8C,6H,5S,6C,5D,3C,5H,AD,4D,KS,9H,AH,4H,3H,KH,8H,7D,10S,10D,AC,6S,9C,2S,10H,7S,AS,3D,JH,8D,KD,JC,QH,KC,9D,QS,QC,QD,JD,5C,JS,10C,7H,2D,2C,3S,4S,8S,6D,7C,
3C,10S,AC,10C,10H,QC,QD,7H,KS,KD,KC,7D,JC,4H,5S,AS,2C,3D,9H,7C,2H,6C,9C,5H,JS,9S,10D,JD,6H,8C,6D,2D,4S,5C,JH,9D,6S,AD,AH,2S,5D,QS,3S,8D,3H,8S,4D,4C,8H,7S,KH,QH,
JD,5H,QH,10C,JC,9D,2D,KC,3C,7D,4S,9H,JS,2S,9C,4D,AD,KS,3S,2H,6C,QC,6H,2C,6D,KD,8D,7H,8S,5C,4C,4H,6S,8H,AH,10D,3D,7S,QD,5S,10H,8C,KH,3H,QS,7C,9S,AC,AS,10S,JH,5D,
KD,AS,10S,QH,10H,9H,7C,7D,4D,3S,3H,5H,4C,QD,AH,JH,4H,5C,QC,JC,6D,JD,5D,8D,JS,8S,6C,10D,7S,5S,KS,9D,6H,KC,3C,9C,2C,AC,8H,6S,3D,KH,QS,AD,9S,8C,10C,2S,7H,4S,2H,2D,
AD,QH,9H,8C,6S,JD,9S,AH,2H,10S,2C,4C,7S,QC,3H,AC,2D,KC,8D,4H,AS,2S,8H,3S,6C,QS,JC,5C,5D,3D,10D,3C,KD,5H,KH,4D,8S,7C,7H,QD,JS,7D,4S,10C,6D,5S,10H,9D,6H,9C,KS,JH,
8S,6H,4H,6D,2D,AC,5S,KD,4D,3D,10H,7S,10D,10S,9D,JS,9S,7H,AS,3H,QH,8H,JH,JC,3C,6C,9H,5H,7C,4C,AD,KH,JD,KC,5D,2S,6S,QC,9C,8C,KS,2C,4S,5C,QD,2H,10C,QS,7D,3S,8D,AH,
JS,4C,3H,5S,8C,JH,7D,10H,6H,KH,2C,4D,5H,2D,2S,3C,2H,QS,8S,JC,7C,9D,QH,KC,7H,4H,KS,4S,6C,3D,3S,6D,5C,KD,5D,AC,QC,9C,JD,AS,9S,10C,8D,9H,7S,10D,QD,8H,AD,10S,AH,6S,
8C,6D,3H,QD,4C,JC,8H,9C,3D,6H,10S,3C,QC,8D,10D,QH,QS,AS,9S,KD,7H,2D,3S,7C,2H,4S,9D,JD,KC,10C,7S,JS,AD,5D,AH,KS,10H,9H,6C,7D,2S,4D,JH,2C,AC,KH,6S,8S,5C,5H,4H,5S,
JC,AH,QC,JH,2H,4H,9H,QH,KS,JS,5C,8C,3C,5S,KC,QD,7H,6H,7S,6C,7D,KH,3S,9C,3D,6D,QS,AD,AS,2S,6S,10S,8H,7C,AC,9D,10C,9S,10H,10D,8S,5H,2C,KD,4D,2D,4S,3H,5D,JD,4C,8D,
6S,QS,JC,KS,AH,5S,AS,3D,KD,10C,8S,6D,9D,3H,AD,8H,7S,5C,8D,JD,3C,2D,7D,AC,QH,4S,4H,5D,4C,JS,7C,7H,4D,5H,JH,10D,2H,8C,9S,QD,10H,6C,QC,KH,3S,9H,KC,6H,2C,2S,9C,10S,
3H,2D,9C,10C,3C,AS,4D,QC,7S,9D,2S,QD,10H,4H,JC,8H,5C,2H,6S,4C,8S,3D,QH,6D,AH,4S,7D,10D,5D,8C,6H,JH,5H,10S,AD,JD,3S,QS,6C,KC,KH,KD,7C,7H,KS,2C,8D,9S,AC,JS,5S,9H,
JC,7C,10C,9C,QD,3S,6S,3H,QH,KC,QC,KH,8C,4C,5S,KD,10S,2C,9S,QS,5C,8S,4S,10D,2D,JD,5H,AD,4H,6H,9H,7H,3D,4D,JH,2S,2H,8D,AC,7S,7D,10H,KS,6D,AS,AH,9D,5D,6C,JS,8H,3C,
JH,2D,8S,5S,2C,8D,10S,KH,KC,QC,7S,7C,10C,9S,9D,4H,5H,10D,6H,9H,5C,JC,2S,4S,JS,9C,AD,7H,AH,AC,8C,QD,3H,6C,JD,KS,4C,7D,KD,6D,6S,3S,3D,2H,8H,5D,AS,10H,4D,3C,QS,QH,
JS,6H,QS,10C,9C,AD,AH,6D,6C,QD,8D,8C,4S,AS,5D,7D,QH,KH,3C,9S,7S,KD,3S,6S,2D,QC,9H,2C,5H,9D,JC,KC,8S,3H,4C,5C,4H,JH,AC,7H,10S,2H,10D,7C,2S,JD,4D,3D,KS,5S,10H,8H,
8D,AC,2D,KD,7S,3C,7H,QS,KH,2H,9C,4S,JS,KS,5C,6D,6H,3S,8H,7D,9S,6S,5D,6C,JD,4H,2C,AS,JC,3H,10H,9H,AD,QC,2S,4C,10S,KC,3D,10D,7C,5H,4D,8S,8C,AH,QD,5S,9D,JH,10C,QH,
JC,4S,6C,3S,2S,QC,AH,KD,QS,AC,5S,10H,7C,8H,2H,4C,9H,7S,JH,8D,QD,AD,KC,6D,5C,9D,3C,4H,3H,10D,KH,5H,JD,8S,6H,JS,QH,7H,AS,9S,10S,5D,10C,2C,9C,8C,4D,2D,KS,6S,7D,3D,
8H,3D,QS,10D,KC,AH,2S,4H,5C,7S,4C,JH,9D,JD,3H,JC,7H,8D,4S,6C,QD,6S,QH,KD,9C,2D,QC,AC,5S,7C,KH,2H,8S,AS,9H,JS,10S,KS,10C,3S,4D,8C,AD,5D,9S,3C,10H,6H,2C,7D,6D,5H,
AC,7H,QS,AH,JS,8D,10S,10H,2C,6H,5C,5H,QC,2S,6D,4C,4D,2H,AD,4S,8S,8H,10D,QD,7C,4H,9H,3H,9C,9S,10C,7S,KS,JD,KH,6S,2D,5S,QH,5D,JC,JH,9D,3C,KD,AS,6C,3S,8C,7D,3D,KC,
5C,3D,3H,KD,3S,4D,9C,8S,2C,KS,10D,JC,10C,QH,8C,9H,10H,6C,2H,AS,QC,JD,JH,2D,5D,2S,9D,10S,KH,7C,7S,3C,5H,8D,6H,7H,7D,8H,6S,9S,AD,QD,QS,AC,4S,KC,6D,4C,5S,4H,AH,JS,
3D,JS,10C,KS,JH,3H,10D,5D,AC,10S,JD,5S,6C,QS,2H,2D,KD,4C,KC,7D,5H,5C,6H,6S,6D,10H,8C,9D,9S,8D,2S,2C,QC,7S,8S,AD,QD,QH,9H,JC,4H,9C,7C,8H,3S,KH,3C,AH,4D,4S,7H,AS,
5C,7D,6H,7H,AH,AS,JC,6C,8C,2S,QS,2H,KD,4H,6S,4S,3D,10S,9H,7C,2C,8S,QD,JH,KC,5S,KH,5H,9D,6D,5D,8D,2D,9C,3C,9S,KS,QH,3H,3S,JS,10C,JD,AC,4D,10D,QC,7S,AD,10H,4C,8H,
KD,10S,4H,2C,4D,AH,6S,3H,5D,JD,AD,QS,10H,6D,8D,3S,10D,JH,9S,2H,4C,JC,QD,8S,KH,3C,7H,AC,6C,7S,JS,8C,5S,QH,9D,KS,4S,7C,6H,9H,2S,10C,5C,7D,5H,3D,QC,8H,2D,KC,AS,9C,
9H,7H,4D,7D,10H,AH,10S,7S,4C,4H,JH,3H,KS,3S,7C,KD,JD,2H,8D,9C,QS,6H,QD,5C,2C,4S,9S,10D,AD,JC,5H,5D,AC,3C,8H,8S,JS,QH,5S,QC,6D,KH,3D,8C,9D,AS,2D,2S,KC,6C,6S,10C,
8S,2D,AH,4D,6S,9C,8D,3S,8H,5C,4C,10H,QC,7H,AC,6D,2H,QH,7C,3H,4S,10D,10C,7D,JD,AD,9S,JC,KD,10S,QS,3C,5S,4H,JH,7S,8C,KS,3D,9D,2C,AS,6C,JS,KH,2S,9H,KC,QD,6H,5D,5H,
2H,4S,3H,10H,7D,9H,7C,KD,6S,AD,JD,AC,8C,2D,10C,8H,9D,QS,QC,5C,JS,10S,9C,KS,6C,5S,3S,4D,QH,AH,KH,7S,JH,10D,9S,QD,JC,8S,3C,3D,4H,7H,2S,6H,KC,AS,4C,6D,5H,5D,8D,2C,
8H,6S,4S,7S,2D,2S,5H,9C,5C,AC,QD,9D,3C,10C,4D,AH,6H,10S,4C,7C,9H,6C,AS,3D,4H,7D,QC,6D,JC,KD,9S,QS,JS,3S,8C,8D,10H,7H,QH,KS,JH,AD,5S,KH,2H,JD,5D,8S,10D,2C,KC,3H,
3C,4H,9C,8C,8S,3D,10D,6C,AH,QD,4C,10H,5C,JD,7H,8D,8H,9D,JC,QS,AD,AS,4D,QH,KS,2D,AC,3H,JH,KH,6D,7D,10S,6H,9S,5H,KD,9H,10C,2C,7S,5S,4S,2H,5D,JS,7C,6S,KC,3S,QC,2S,
6C,7D,QD,AH,9S,9D,4S,QC,4H,2C,3D,7S,7H,5D,10D,AC,10C,8H,10S,8S,JS,7C,3C,3H,QH,6S,9H,4C,KS,JC,6H,JH,9C,8D,JD,KD,10H,2S,8C,2H,AD,3S,6D,KC,4D,QS,2D,KH,5S,5H,5C,AS,
3S,AH,8D,6H,JD,QS,AS,QD,10H,AC,10D,6C,KH,4C,8H,5D,4S,6S,6D,4H,4D,7H,KC,AD,5C,7C,3D,9C,7D,5H,2H,2S,QC,JC,9D,2C,JH,10S,8S,9H,JS,10C,KS,QH,2D,7S,8C,KD,9S,3H,5S,3C,
8H,4S,JS,8C,KC,7S,KH,9H,3C,QC,10H,QS,5D,JC,2H,10D,6C,3S,10S,4C,2S,AS,2C,AD,8S,JD,AC,QD,7H,10C,9D,7D,3D,8D,AH,9S,KS,7C,2D,5S,6H,4D,3H,5C,KD,6S,4H,JH,5H,QH,6D,9C,
JC,7D,9C,9H,JD,6H,KC,4H,8S,AC,6S,5S,6C,3C,KH,7H,KS,8D,7C,2D,7S,JH,2S,AS,5C,10C,2C,10S,3D,KD,JS,8H,QH,4D,9S,2H,QS,5D,10D,8C,10H,4S,9D,5H,3H,QD,AH,3S,QC,4C,6D,AD,
QD,7S,3C,2H,8S,2C,JD,3S,5C,JS,KC,7C,2D,7D,KS,10D,9C,QH,8D,9S,6H,5H,5S,6D,10H,AS,JH,4C,6S,KH,10S,9H,9D,6C,JC,7H,5D,AC,2S,10C,AD,4H,QS,3H,QC,4D,8H,AH,KD,3D,4S,8C,
3S,JD,4C,8C,4S,QD,6D,AH,6S,5D,JH,KH,QH,4H,6H,7S,KS,10H,5C,10S,8S,2H,9C,AD,9S,6C,AC,10C,7C,9H,3C,3D,JS,3H,2D,2C,7D,KC,8H,KD,5S,9D,QC,4D,8D,10D,2S,AS,JC,7H,5H,QS,
8C,2H,QH,JD,10D,2S,7S,6S,QS,6C,QD,AS,KD,5S,JH,7D,2C,6H,8H,5C,AD,3D,8S,9H,7C,KH,9D,10H,4S,JC,AC,AH,4D,4C,10S,KS,5H,7H,9C,3S,4H,8D,KC,9S,6D,JS,3C,3H,5D,2D,QC,10C,
7C,5H,4S,QH,6H,8C,9H,9D,JD,QS,9C,7D,4D,10C,2C,JC,AH,6C,8S,JS,4C,AS,7S,3S,QC,10H,JH,QD,6S,10D,KC,10S,3C,5C,4H,7H,2D,6D,KD,5D,8D,AD,9S,2H,5S,3H,8H,2S,AC,KS,3D,KH,
6H,7C,2C,10S,7H,6S,6D,10D,10C,3H,KC,5S,JS,6C,8S,3C,5C,4C,7S,JH,4S,8C,9S,4H,4D,QS,KD,8D,3D,QH,QC,9H,KH,AD,KS,2D,7D,9D,8H,JD,10H,AC,JC,5D,QD,AS,3S,2H,9C,2S,AH,5H,
3S,AS,7C,6D,3H,7H,4C,6H,2D,KH,JS,9H,2C,2S,2H,QH,10S,QS,KD,QC,8D,4D,5S,AH,8C,6S,4H,5H,10H,JH,3C,JD,9C,9D,9S,AC,3D,5D,JC,10D,4S,5C,QD,7D,10C,KS,7S,8S,6C,KC,AD,8H,
AD,JH,3S,JD,6H,5S,6C,8S,7C,KD,5H,7H,AS,9C,10D,JC,3D,QC,4D,4H,7S,8C,10C,2D,AC,QH,10S,3C,KC,AH,KS,9D,5D,3H,KH,5C,9S,QD,2H,4S,7D,2C,6S,8H,6D,8D,QS,2S,10H,JS,4C,9H,
6H,4D,9S,5S,8C,2S,3C,QH,5D,3S,7S,JC,5H,KH,AD,3H,2H,7D,6C,AS,4S,KC,8D,JH,10D,AC,KS,5C,2D,QD,2C,9H,9D,9C,QC,10C,4H,KD,6S,10H,10S,7H,8H,4C,QS,8S,3D,JS,JD,AH,7C,6D,
9H,2H,AS,KD,9C,4H,4C,8S,8C,10S,2C,AD,7D,3H,6S,6D,5C,KS,10D,3S,QH,7S,5D,9S,JC,8D,2S,9D,QD,4S,JD,6C,3C,10C,KC,6H,AC,QC,QS,7C,2D,8H,JS,JH,5S,AH,5H,KH,7H,4D,3D,10H,
5C,KC,9D,10D,5H,4H,3H,QS,9C,7D,8D,4C,QC,6C,8S,6D,KH,7C,4S,3C,QD,AD,AC,10C,2S,QH,3D,8H,6H,AS,JH,5S,5D,AH,10H,7S,2H,10S,JC,6S,KS,9H,8C,2D,9S,2C,KD,3S,JD,7H,4D,JS,
10D,8C,5H,7C,JS,3H,4D,9D,6H,5S,4S,AD,8S,9S,QS,3C,KH,4H,5C,4C,10S,2C,JC,6C,3S,10C,KC,2D,AS,7S,AH,8D,KD,AC,6D,KS,6S,9C,3D,QC,8H,10H,7H,5D,QH,2H,JH,JD,9H,2S,7D,QD,
5S,5H,6D,7C,JD,KC,8S,KH,AH,7S,3S,4H,6S,JH,8D,10S,8C,2S,9D,5C,JC,JS,4S,10C,9S,4D,QH,7D,KS,QC,6C,AS,KD,QS,AC,8H,2D,5D,2C,3D,6H,4C,AD,9H,7H,10D,3C,3H,9C,10H,QD,2H,
AC,KC,4S,7H,6H,5D,7C,2D,10D,JD,2C,3S,5C,5S,8C,JC,7S,QH,AS,4C,KS,QD,3D,10C,AD,QS,3C,8H,JS,10H,AH,10S,4D,7D,6D,2S,5H,4H,6S,JH,9D,QC,KH,9C,9H,3H,6C,2H,8D,KD,8S,9S,
QH,5S,2D,2S,7C,4D,AD,3D,JS,6C,10H,8D,QS,9D,JD,6S,7H,AC,9S,8C,KC,JH,10S,7S,QD,5C,3C,4H,JC,2C,AS,4C,7D,5D,9C,10D,9H,6D,8H,6H,5H,KH,AH,3S,3H,8S,KS,QC,2H,KD,10C,4S,
AH,9S,10H,QD,9H,3S,6C,4C,JC,KD,JS,QH,10S,KC,5H,5D,KS,9D,8C,3D,AS,10C,7S,2S,QS,7C,4D,3H,10D,8S,9C,6H,7H,6S,7D,KH,QC,8H,AC,AD,5S,JH,2D,2H,5C,6D,4S,2C,JD,4H,3C,8D,
9C,3S,3C,JS,7S,2S,JH,3H,5C,8H,3D,10D,10S,8C,8S,9D,AS,JC,AH,6S,AD,AC,5S,2D,2H,4C,4S,KH,8D,5H,6H,QS,KS,10C,QD,10H,9S,6C,7D,4D,6D,JD,5D,2C,7C,QH,KC,KD,QC,4H,7H,9H,
6D,3D,7D,QD,5D,9H,2S,2D,5S,2H,3S,10C,QC,9S,6C,AD,3H,8H,KS,QS,4C,5C,2C,8S,JC,KH,4H,3C,JS,9C,4D,10H,JH,6S,10D,4S,KC,10S,KD,AC,QH,AS,9D,7H,5H,8D,8C,7C,7S,JD,AH,6H,
5C,9C,2S,KH,10H,7D,5D,JC,9S,AH,KC,10D,JH,3S,QD,QS,5H,7S,KS,6C,2H,KD,QH,7H,6D,JS,AC,8C,9D,5S,8S,9H,6S,8H,2D,10C,QC,2C,3C,JD,4S,10S,4C,4H,3H,6H,7C,AD,4D,8D,AS,3D,
9C,3S,4S,AS,AD,6D,QD,AC,8S,JH,QC,6S,2S,KS,3C,7H,6H,KH,QH,5C,9H,JC,7C,4D,10D,10S,9D,5S,7S,5H,10C,3H,2C,9S,QS,7D,5D,10H,6C,4C,KD,3D,AH,8H,8D,JD,2D,2H,JS,4H,KC,8C,
8H,AS,5S,QH,AD,JC,9C,JH,4S,5C,10H,2H,9D,4H,AC,7S,8S,KC,6D,7D,KS,KD,2S,7C,2D,9S,3S,5D,2C,10C,QS,6C,3D,4C,10S,7H,6S,10D,JD,3C,4D,6H,QD,8D,AH,5H,QC,JS,3H,9H,KH,8C,
KC,9D,5S,KH,3S,3C,JD,AS,KD,2H,4S,8C,AC,10D,6D,5D,8H,2D,JC,10S,10C,2S,8S,9H,9S,QS,5H,JS,AH,5C,3H,7D,7H,7S,4D,KS,8D,QD,7C,QC,4C,6H,10H,QH,AD,2C,4H,JH,9C,6S,6C,3D,
